 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105
31	245.966	256.979	331.146	309.004	675.911	525.581	254.446	484.055	770.426	455.664	1072.932	262.954	263.025	342.923	242.311	390.403	337.318	409.242	702.483	970.600	832.235	292.516	730.925	433.722	272.325	689.923	459.207	333.458	518.647	940.822	1145.791	928.215	669.888	368.813	779.768	546.852	1570.335	837.079	1136.077	993.680	975.971	533.404	3134.958	1030.596	771.854	420.627	1299.340	477.553	837.741	649.004	1276.829	577.733	988.933	476.104	480.696	442.894	509.582	1175.628	1071.593	1059.728	1584.756	578.606	398.408	403.648	352.438	404.841	693.597	335.040	1586.343	537.599	1070.931	1573.204	556.919	611.409	720.136	1276.068	535.883	1122.466	1700.749	768.884	370.426	800.794	472.040	360.617	819.129	432.776	1281.457	253.797	369.959	247.566	790.562	531.258	1235.917	2338.827	972.177	892.304	1281.731	1535.052	235.523	345.546	1390.315	335.538	339.911	386.260	513.659
32	238.654	246.450	320.795	304.588	571.336	467.190	278.332	535.450	701.348	444.348	1117.786	250.095	259.800	346.982	267.447	326.041	363.958	374.555	640.637	1005.179	820.505	283.624	812.730	518.008	308.696	669.276	486.798	372.376	554.856	856.811	1050.380	826.722	635.482	367.131	813.771	533.579	1577.526	860.832	1296.057	1051.258	1013.459	529.409	3322.257	1084.088	917.667	415.262	1381.830	562.784	976.976	727.453	1151.347	607.484	905.838	478.986	464.823	463.368	476.743	1127.298	970.055	924.534	1541.061	627.248	420.335	406.884	341.885	392.799	680.575	351.310	1826.844	498.729	1083.651	1689.206	513.432	595.782	764.502	1334.404	556.070	1334.903	1818.649	791.650	406.919	793.990	475.030	334.831	852.403	440.961	1176.009	252.092	409.830	246.392	807.889	474.140	1211.248	2447.867	1001.499	886.728	1312.279	1347.570	212.930	334.919	1372.704	344.070	339.396	407.009	512.938
33	244.674	244.004	332.957	306.907	648.521	545.131	259.053	454.447	738.894	521.018	1065.249	255.498	286.819	347.424	249.436	361.686	320.608	392.980	587.277	951.009	824.432	292.403	794.483	453.556	299.987	593.879	501.306	363.046	523.176	867.900	931.959	878.211	693.666	366.686	791.435	546.808	1612.963	851.541	1336.254	961.843	1024.294	543.269	3362.648	1065.027	897.327	436.796	1205.983	544.420	958.738	731.998	1306.677	646.982	928.099	474.875	500.726	451.275	522.611	1175.754	964.680	956.685	1722.129	628.704	410.055	429.263	367.532	448.825	611.996	319.899	1634.485	523.193	1034.779	1513.118	504.014	565.218	644.726	1486.937	575.753	1243.298	1702.784	815.015	380.821	811.626	540.369	325.514	745.573	446.317	1189.639	267.051	390.821	249.189	761.891	485.905	1227.831	2320.733	958.539	806.997	1210.331	1225.479	223.611	317.787	1301.876	368.866	399.846	383.136	478.593
34	249.092	241.136	312.083	299.338	690.726	462.401	254.130	461.817	757.713	437.736	1002.170	258.104	294.609	408.161	278.204	396.544	321.156	348.662	677.048	962.000	795.042	291.585	841.277	461.217	309.022	704.860	509.216	382.183	587.041	890.924	1096.231	932.646	656.396	368.649	850.166	519.772	1549.244	926.393	1218.530	992.835	965.424	434.917	3183.642	1126.073	921.492	399.789	1340.708	592.302	966.094	737.886	1235.463	597.456	994.893	512.090	492.438	481.811	464.432	1151.516	966.012	1053.448	1570.479	597.045	398.520	423.730	354.185	421.632	703.845	319.874	1673.245	520.904	987.828	1735.615	517.624	543.220	738.638	1345.302	531.681	1185.224	1730.431	854.848	406.489	879.370	462.983	326.001	794.926	460.757	1196.346	261.863	404.300	255.925	777.041	455.400	1268.769	2430.209	1007.348	728.101	1293.158	1309.991	225.333	379.671	1313.379	348.932	354.774	375.856	468.562
35	252.649	235.251	266.281	322.989	690.704	509.404	248.942	490.865	686.493	474.990	1104.367	261.963	253.632	358.977	262.544	348.552	301.131	363.920	614.932	835.885	830.007	278.753	700.837	510.605	274.394	711.138	484.449	362.089	544.912	866.102	1105.784	915.433	708.922	395.107	827.964	523.554	1531.923	917.084	1116.679	1011.608	1064.787	494.675	3130.587	1083.322	720.467	425.627	1365.605	547.804	925.129	676.620	1329.942	546.169	993.425	437.367	495.562	490.227	485.976	1062.942	896.069	971.034	1612.431	605.146	375.309	397.749	367.883	418.062	588.083	328.016	1671.057	500.022	1135.797	1637.666	567.097	554.133	730.330	1261.639	524.634	1216.219	1786.447	755.411	431.814	786.662	471.064	322.236	813.212	466.543	1217.324	252.080	396.293	252.113	692.306	474.532	1160.561	2436.808	950.783	831.232	1298.037	1361.424	221.217	341.073	1335.833	332.951	360.354	410.734	420.457
36	249.405	240.793	296.629	324.357	645.688	510.823	233.185	459.397	750.476	468.986	1091.636	266.017	285.379	375.884	279.572	372.417	326.490	339.658	621.850	943.261	742.495	273.086	766.352	500.711	310.571	725.612	487.202	322.190	588.264	927.528	1089.268	978.796	681.829	356.732	914.463	527.208	1403.504	945.765	1250.247	1024.023	1069.258	518.970	3003.443	1076.277	800.535	423.800	1300.619	557.890	893.119	684.220	1181.441	575.796	989.280	480.636	443.452	492.953	497.277	1038.752	1037.168	900.222	1546.846	553.293	389.376	424.057	355.077	461.943	678.577	331.460	1615.773	536.488	1085.226	1574.823	499.833	550.889	720.550	1395.441	594.677	1214.360	1705.686	807.594	399.184	830.160	518.471	336.342	916.935	439.165	1262.891	255.273	392.622	260.942	741.347	500.712	1302.377	2255.319	1008.253	890.475	1286.579	1362.964	228.017	364.218	1344.391	338.891	339.493	385.850	480.966
37	252.389	254.180	306.278	307.060	696.091	495.469	268.708	491.123	724.440	453.096	994.481	262.078	264.147	355.663	251.890	382.460	313.713	388.344	610.224	925.453	788.982	283.018	827.517	503.495	274.619	629.024	501.873	399.062	502.836	918.257	1002.944	929.240	667.706	334.632	872.268	559.490	1435.813	864.038	1163.957	897.191	1052.374	494.990	2979.646	1108.143	858.589	408.388	1268.592	494.694	978.164	696.479	1278.790	529.123	978.678	477.481	442.392	477.146	472.014	1058.775	1002.138	951.688	1752.170	634.372	395.328	405.514	321.246	425.342	677.964	347.573	1707.174	519.642	994.602	1581.316	549.426	553.024	685.709	1425.200	586.942	1204.718	1774.458	837.097	378.798	823.265	514.680	349.037	841.443	466.197	1066.333	246.043	417.764	250.905	771.190	523.158	1168.470	2270.356	926.388	827.420	1218.647	1431.291	240.641	359.538	1324.343	350.150	393.688	427.496	495.936
38	241.493	235.715	304.209	304.000	649.965	516.961	250.631	463.845	804.610	483.387	988.172	228.740	276.321	349.489	250.129	379.951	306.399	332.020	644.079	981.430	837.093	270.257	800.807	471.653	294.938	661.153	535.397	353.335	578.282	915.714	1113.812	761.289	709.130	348.083	803.698	523.125	1592.016	865.722	1250.899	1024.541	910.392	496.254	3219.789	1038.098	941.625	394.205	1263.834	548.474	901.514	736.525	1232.884	524.904	933.870	448.615	507.427	425.905	500.699	1125.948	1023.749	1014.299	1487.855	678.906	372.094	369.300	371.927	386.830	728.465	307.377	1767.698	453.123	1042.276	1503.646	450.719	603.569	627.766	1487.311	577.171	1170.564	1649.626	864.351	412.796	850.870	522.789	334.766	791.962	446.086	1095.111	255.865	404.413	261.402	802.453	512.974	1290.017	2406.573	1012.554	796.272	1310.567	1450.197	232.129	377.536	1336.130	343.293	321.021	367.901	431.564
39	240.829	246.649	297.732	304.527	624.669	571.118	250.501	508.386	796.825	445.421	1018.506	247.683	273.057	338.974	266.476	357.403	331.617	349.508	650.850	932.004	808.572	273.644	743.755	492.069	297.996	622.753	482.306	350.305	602.660	925.488	1024.842	833.720	680.770	366.601	901.538	509.346	1508.600	923.610	1237.369	897.487	977.654	462.520	3284.182	1015.853	864.907	404.793	1243.106	530.981	911.108	677.822	1319.848	589.184	954.825	493.110	476.819	451.644	494.933	1170.385	992.742	1000.982	1701.907	589.433	431.179	426.039	338.307	421.707	668.911	323.452	1765.815	536.488	1012.309	1452.020	575.256	524.204	711.894	1288.144	594.331	1156.536	1694.173	822.982	403.011	777.178	508.119	322.530	905.093	419.576	1152.259	251.839	434.603	249.763	704.223	527.336	1143.640	2437.974	884.040	780.107	1275.539	1264.849	222.026	356.141	1253.894	346.096	362.233	354.203	465.452
40	245.499	233.557	354.268	320.382	617.406	549.095	253.965	505.575	696.345	460.574	1017.225	248.367	278.583	355.816	245.386	370.574	327.098	376.768	622.438	926.015	839.472	280.529	752.566	498.969	280.677	701.730	472.335	381.676	580.748	903.993	927.681	896.363	729.919	369.963	874.440	548.364	1599.945	938.390	1189.729	1072.461	920.463	509.302	3279.992	1105.429	988.778	383.699	1217.354	579.049	831.031	661.888	1356.068	551.871	958.638	485.012	485.474	487.507	452.925	1040.132	1024.228	943.741	1710.633	570.371	396.794	429.665	341.375	438.617	667.898	353.969	1721.872	521.794	987.112	1634.389	506.482	590.117	668.679	1413.172	585.864	1145.382	1815.747	807.987	391.114	787.470	495.315	343.230	760.405	422.665	1144.404	260.458	411.491	265.069	811.053	501.965	1186.415	2386.715	989.756	821.130	1246.529	1385.633	220.816	337.387	1356.180	340.460	378.582	402.252	466.784
41	241.477	243.992	336.195	306.760	633.594	489.039	249.790	455.678	768.195	488.770	981.664	259.659	296.406	327.050	258.917	410.888	368.938	365.383	651.531	936.991	786.945	279.951	832.015	460.528	279.899	683.555	492.988	357.019	532.153	910.428	967.017	946.022	708.594	406.325	809.110	573.511	1555.287	784.776	1152.873	924.186	1047.730	480.894	3174.702	1073.286	922.062	416.439	1199.745	511.749	889.892	643.262	1228.807	547.837	949.566	492.979	504.384	500.353	493.124	1034.702	954.618	1016.210	1717.502	570.137	422.791	453.384	329.871	409.758	650.106	338.947	1606.633	583.472	1111.724	1624.151	571.588	584.744	718.463	1498.135	545.605	1317.219	1561.612	793.559	370.239	780.439	454.617	337.380	827.225	446.097	1136.133	243.494	377.250	240.481	802.046	478.520	1267.840	2380.365	924.681	842.612	1286.895	1289.651	223.283	326.195	1343.308	388.305	357.875	373.028	437.236
42	252.023	241.962	344.212	301.064	665.304	491.256	253.047	440.943	739.618	474.859	1087.852	282.502	284.760	339.777	274.165	332.631	325.341	375.359	664.642	875.607	793.389	278.566	744.032	462.006	280.774	708.690	468.790	344.796	545.975	938.549	1088.170	881.484	716.300	369.673	839.320	532.479	1500.825	931.054	1081.779	1019.461	1056.180	476.190	3297.294	1032.998	862.568	411.065	1405.787	536.857	868.524	656.336	1318.886	563.391	943.667	484.816	482.998	461.616	463.601	1051.231	1019.299	867.889	1599.929	656.106	379.941	390.250	381.930	415.797	679.352	364.855	1769.854	488.783	1095.418	1642.774	527.323	642.456	726.446	1389.320	532.331	1244.120	1679.897	824.156	389.091	827.516	525.622	330.848	824.628	486.051	1199.237	255.282	416.466	258.939	765.418	512.111	1174.162	2400.396	932.517	744.849	1305.248	1392.773	216.192	349.754	1265.933	340.445	365.271	369.548	489.395
43	237.911	255.533	330.301	319.854	734.613	520.283	267.509	499.699	752.774	453.901	1049.353	252.338	309.906	352.721	263.678	390.379	345.844	375.102	667.451	933.750	791.402	262.244	783.652	462.589	292.638	699.061	448.309	347.353	538.056	922.773	942.593	853.935	646.979	355.850	762.801	523.320	1410.012	892.265	1213.206	978.397	1037.271	494.639	3062.411	1138.488	873.804	405.807	1286.656	489.530	853.892	737.706	1256.651	522.418	919.190	424.208	470.048	453.347	522.275	1154.479	1007.973	1025.025	1509.585	599.314	397.991	381.315	343.138	382.360	615.898	347.564	1798.564	528.541	1057.197	1719.662	494.373	575.698	640.690	1307.006	523.589	1264.460	1577.125	920.404	390.635	765.638	580.287	317.427	764.256	422.261	1209.530	277.947	428.663	252.469	738.489	500.050	1140.134	2412.803	939.581	820.655	1269.046	1401.812	235.134	365.383	1281.208	366.717	381.392	349.679	433.757
44	245.499	233.575	283.897	325.510	655.599	531.689	260.357	485.445	720.000	451.963	1074.956	264.991	272.764	359.527	236.662	400.862	327.111	350.383	643.039	935.920	809.049	287.466	813.429	448.724	277.168	646.819	489.452	344.847	562.061	856.638	998.793	915.469	714.403	330.329	795.846	482.984	1583.437	837.656	1114.669	917.701	1050.378	481.345	3087.700	1065.063	818.267	363.145	1315.673	530.544	858.818	729.369	1228.871	547.661	895.038	441.747	498.655	502.323	484.092	1047.426	1008.377	1185.648	1658.762	663.001	368.078	410.023	375.185	397.761	667.586	356.088	1719.391	483.745	1106.792	1493.326	590.900	588.581	722.000	1228.543	632.029	1241.429	1758.008	742.610	414.375	791.968	456.601	320.460	820.214	463.181	1184.015	254.277	386.096	251.058	711.205	456.594	1203.590	2353.363	947.000	739.646	1306.870	1261.133	220.119	399.918	1305.454	357.536	381.933	353.155	510.332
45	253.830	241.241	311.510	294.739	614.401	532.986	236.080	506.183	737.226	475.269	1074.556	254.541	294.821	333.184	281.085	418.110	314.617	345.893	686.705	922.043	867.713	295.845	742.685	446.304	281.666	661.042	503.038	339.449	466.451	833.189	1012.920	914.305	740.260	364.401	812.989	502.282	1436.024	847.819	1125.436	939.258	1017.029	490.007	3094.419	1112.145	888.444	373.099	1220.035	539.820	894.224	688.884	1289.154	607.397	935.069	469.429	525.951	448.477	497.792	1091.242	971.319	1032.392	1565.006	610.205	372.975	400.285	344.799	370.774	670.017	317.672	1651.371	478.668	987.545	1626.149	550.067	573.556	705.875	1427.689	574.788	1190.590	1611.575	762.413	422.068	793.154	493.935	321.440	746.539	401.132	1230.250	249.051	382.684	253.618	685.266	498.097	1219.329	2362.996	948.876	866.986	1227.375	1292.773	221.012	345.017	1241.399	350.681	346.209	356.476	492.423
46	257.126	245.810	318.374	284.183	637.409	530.265	252.833	473.411	768.184	470.380	1079.271	256.682	284.762	364.310	282.020	357.878	361.530	386.330	584.832	936.158	853.485	274.309	799.519	479.597	274.226	699.528	515.447	422.937	559.279	939.944	1024.929	968.027	716.045	363.983	819.902	511.703	1582.756	976.867	1198.328	1031.356	971.684	503.569	3217.119	1132.930	913.866	408.455	1173.631	543.376	897.514	711.024	1306.505	559.814	937.467	487.026	514.431	468.037	454.020	1123.495	1004.773	1047.117	1584.016	587.721	400.725	424.471	303.899	467.815	662.724	330.962	1542.148	508.177	1028.502	1645.945	497.827	584.923	711.273	1250.015	527.724	1215.742	1733.908	776.909	406.123	739.257	503.569	315.133	793.655	427.294	1237.172	244.591	385.369	242.775	741.104	524.698	1228.272	2397.566	899.490	797.368	1300.523	1359.173	220.283	370.187	1318.135	369.796	326.663	369.023	477.663
47	260.901	249.960	274.632	310.484	573.105	519.601	244.526	524.724	721.039	426.340	934.391	253.557	299.694	344.076	240.649	377.161	331.343	344.750	670.556	921.423	853.370	277.403	746.436	470.698	271.584	670.826	491.239	368.797	535.910	880.484	1067.615	888.664	629.380	383.693	865.484	526.216	1479.807	856.630	1189.916	925.923	1031.078	494.568	3192.966	1038.787	770.222	436.759	1267.735	484.378	1001.559	670.987	1273.021	534.610	966.838	460.309	464.539	483.585	497.053	1074.210	1022.120	1052.787	1635.752	632.075	385.516	399.013	326.201	424.494	585.888	334.969	1619.381	478.167	1030.289	1605.261	507.223	551.395	726.825	1412.774	516.103	1227.976	1670.857	847.779	373.932	747.688	518.191	305.820	776.022	380.593	1174.830	253.766	371.415	261.411	742.195	477.620	1189.750	2473.516	938.075	844.197	1310.294	1273.506	221.313	345.401	1303.441	332.632	385.779	393.294	436.832
48	255.223	237.789	321.219	307.399	590.688	559.812	244.339	456.685	678.276	467.313	1006.775	246.512	259.313	363.195	257.939	379.768	348.842	365.162	704.104	965.736	803.039	268.995	778.324	504.956	286.530	686.621	435.923	373.445	554.025	859.870	1093.326	861.424	696.124	350.030	787.390	545.700	1529.453	889.153	1149.225	1034.124	985.282	476.828	3345.158	1055.991	849.965	409.947	1252.532	569.608	933.406	657.490	1241.681	525.741	916.223	414.026	518.062	413.394	473.768	1198.384	988.699	1083.969	1608.206	608.962	402.649	387.630	350.496	463.756	661.921	315.077	1650.998	493.520	1025.831	1598.167	569.195	568.710	723.580	1315.694	599.959	1233.398	1765.643	785.921	411.649	710.945	505.708	318.717	778.078	467.257	1190.370	260.327	433.539	260.887	773.253	499.941	1270.275	2416.200	895.993	815.351	1274.876	1386.682	239.232	365.709	1299.416	353.249	375.125	338.372	471.621
49	259.084	237.148	280.695	309.879	606.973	450.962	270.972	505.813	798.485	499.445	1048.194	243.202	267.296	366.348	256.684	426.811	316.189	358.389	689.562	899.784	821.619	272.281	778.985	499.609	301.780	697.557	541.574	360.996	466.396	909.250	1131.871	949.704	745.857	385.177	854.546	539.049	1535.217	929.579	1157.082	984.281	948.806	492.865	3207.684	1074.977	891.572	421.933	1341.381	491.894	846.266	619.303	1276.871	509.178	995.253	450.505	494.563	447.685	526.028	1052.222	992.775	994.867	1748.045	616.173	420.092	405.652	343.621	403.771	618.482	349.962	1812.704	541.136	1080.988	1557.794	515.089	653.343	638.833	1375.689	590.409	1270.406	1684.120	838.818	431.133	831.043	447.522	336.221	828.129	430.566	1129.617	261.048	360.200	258.940	727.643	503.000	1103.069	2298.294	975.659	952.380	1368.102	1362.230	217.079	361.359	1272.291	333.023	386.971	356.513	469.150
50	248.900	232.282	297.844	338.851	637.895	552.215	260.668	501.555	678.769	475.817	1037.183	250.700	257.630	373.010	250.507	393.138	323.154	355.516	727.057	944.164	774.552	281.837	738.888	528.394	285.140	624.328	489.896	369.341	513.550	880.207	1039.557	835.565	750.505	351.871	841.964	501.370	1550.537	871.990	1224.592	1068.662	1041.247	494.442	3185.953	1132.190	891.961	438.524	1381.698	494.081	1015.105	698.475	1260.345	576.939	1000.699	471.463	477.138	419.414	488.919	1114.886	1132.938	928.475	1642.871	576.205	434.950	404.276	319.642	400.206	694.671	316.766	1684.250	499.559	1037.379	1739.660	508.627	590.478	687.766	1311.506	608.333	1274.022	1584.220	872.237	405.975	765.832	493.346	346.262	839.312	461.905	1159.122	259.079	380.303	244.538	730.458	451.055	1210.632	2255.019	1003.104	829.041	1391.703	1466.148	221.950	354.095	1233.610	337.834	356.776	406.382	429.471
51	253.331	246.368	343.440	340.108	625.642	510.542	254.100	509.484	788.265	432.680	1159.060	249.125	295.419	374.437	290.175	387.306	333.367	374.611	595.018	858.937	777.132	276.941	737.198	520.823	278.207	709.391	480.769	377.269	531.421	876.817	1000.253	910.848	710.376	372.370	787.886	578.461	1431.673	829.222	1179.233	932.232	1118.218	511.757	2899.119	1141.596	836.965	431.703	1236.634	546.611	901.734	696.604	1371.351	522.864	891.413	519.906	518.757	460.773	504.438	1087.549	975.094	989.491	1594.405	566.217	397.654	426.429	379.958	441.064	712.987	312.353	1659.732	523.430	1024.236	1695.071	510.510	593.268	698.407	1451.869	569.823	1248.198	1779.399	757.775	383.642	783.704	545.705	352.938	783.760	428.768	1113.563	249.803	392.878	256.051	864.235	513.047	1095.277	2427.666	946.193	803.304	1312.167	1397.745	250.487	367.545	1280.152	337.991	362.527	376.119	492.834
